"CITATIONS,""TECTONIC SETTING"",""LOCATION"",""LOCATION COMMENT"",""LATITUDE MIN"",""LATITUDE MAX"",""LONGITUDE MIN"",""LONGITUDE MAX"",""LAND OR SEA"",""ELEVATION MIN"",""ELEVATION MAX"",""SAMPLE NAME"",""ROCK NAME"",""MIN. AGE (YRS.)"",""MAX. AGE (YRS.)"",""GEOL."",""AGE"",""ERUPTION DAY"",""ERUPTION MONTH"",""ERUPTION YEAR"",""ROCK TEXTURE"",""ROCK TYPE"",""DRILL DEPTH MIN"",""DRILL DEPTHAX"",""ALTERATION"",""MINERAL"",""MATERIAL"",""SIO2(WT%)"",""TIO2(WT%)"",""B2O3(WT%)"",""AL2O3(WT%)"",""CR2O3(WT%)"",""FE2O3(WT%)"",""FEO(WT%)"",""FEOT(WT%)"",""CAO(WT%)"",""MGO(WT%)"",""MNO(WT%)"",""NIO(WT%)"",""K2O(WT%)"",""NA2O(WT%)"",""P2O5(WT%)"",""H2O(WT%)"",""H2OP(WT%)"",""H2OM(WT%)"",""H2OT(WT%)"",""CO2(WT%)"",""CO1(WT%)"",""F(WT%)"",""CL(WT%)"",""CL2(WT%)"",""OH(WT%)"",""CH4(WT%)"",""SO2(WT%)"",""SO3(WT%)"",""SO4(WT%)"",""S(WT%)"",""LOI(WT%)"",""VOLATILES(WT%)"",""O(WT%)"",""OTHERS(WT%)"",""HE(CCM/G)"",""HE(CCMSTP/G)"",""HE3(CCMSTP/G)"",""HE3(AT/G)"",""HE4(CCM/G)"",""HE4(CCMSTP/G)"",""HE4(AT/G)"",""HE4(MOLE/G)"",""HE4(NCC/G)"",""HE(NCC/G)"",""LI(PPM)"",""BE(PPM)"",""B(PPM)"",""C(PPM)"",""CO2(PPM)"",""F(PPM)"",""NA(PPM)"",""MG(PPM)"",""AL(PPM)"",""P(PPM)"",""S(PPM)"",""CL(PPM)"",""K(PPM)"",""CA(PPM)"",""SC(PPM)"",""TI(PPM)"",""V(PPM)"",""CR(PPM)"",""MN(PPM)"",""FE(PPM)"",""CO(PPM)"",""NI(PPM)"",""CU(PPM)"",""ZN(PPM)"",""GA(PPM)"",""GE(PPM)"",""AS(PPM)"",""SE(PPM)"",""BR(PPM)"",""RB(PPM)"",""SR(PPM)"",""Y(PPM)"",""ZR(PPM)"",""NB(PPM)"",""MO(PPM)"",""RU(PPM)"",""RH(PPM)"",""PD(PPM)"",""AG(PPM)"",""CD(PPM)"",""IN(PPM)"",""SN(PPM)"",""SB(PPM)"",""TE(PPM)"",""I(PPM)"",""CS(PPM)"",""BA(PPM)"",""LA(PPM)"",""CE(PPM)"",""PR(PPM)"",""ND(PPM)"",""SM(PPM)"",""EU(PPM)"",""GD(PPM)"",""TB(PPM)"",""DY(PPM)"",""HO(PPM)"",""ER(PPM)"",""TM(PPM)"",""YB(PPM)"",""LU(PPM)"",""HF(PPM)"",""TA(PPM)"",""W(PPM)"",""RE(PPM)"",""OS(PPM)"",""IR(PPM)"",""PT(PPM)"",""AU(PPM)"",""HG(PPM)"",""TL(PPM)"",""PB(PPM)"",""BI(PPM)"",""TH(PPM)"",""U(PPM)"",""ND143_ND144"",""ND143_ND144_INI"",""EPSILON_ND"",""SR87_SR86"",""SR87_SR86_INI"",""PB206_PB204"",""PB206_PB204_INI"",""PB207_PB204"",""PB207_PB204_INI"",""PB208_PB204"",""PB208_PB204_INI"",""OS184_OS188"",""OS186_OS188"",""OS187_OS186"",""OS187_OS188"",""RE187_OS186"",""RE187_OS188"",""HF176_HF177"",""HE3_HE4"",""HE3_HE4(R/R(A))"",""HE4_HE3"",""HE4_HE3(R/R(A))"",""K40_AR40"",""AR40_K40"",""UNIQUE_ID"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG03/122.00 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""50.194966"",""1.792677"","""",""14.574366"",""0.015192"",""15.566922"","""",""14.007306"",""8.608903"",""4.922267"",""0.222819"","""",""0.476022"",""3.403049"",""0.222819"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""36.396714"","""",""233.545582"","""","""","""",""40.238589"",""46.506912"","""","""",""20.018193"","""","""","""","""",""7.784853"",""125.973072"",""29.622881"",""139.217431"",""7.987057"","""","""","""","""","""","""","""","""","""","""","""","""",""117.278301"",""13.24436"",""29.825085"",""4.155292"",""17.996153"",""5.196642"",""1.52664"",""5.156201"",""0.990799"",""5.62127"",""1.122232"",""3.427357"",""0.465069"",""3.113941"",""0.454959"",""4.044079"",""0.50551"","""","""","""","""","""","""","""","""","""","""",""2.628652"",""0.707714"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700764"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FAP31/149.70 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""48.334355"",""0.858369"","""",""14.960147"",""0.061312"",""12.977723"","""",""11.677513"",""8.420192"",""11.700388"",""0.163499"","""",""0.194155"",""2.217454"",""0.112405"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.73"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""26"","""",""176"","""","""","""",""71"",""274"","""","""",""15.1"","""","""","""","""",""5.1"",""133.5"",""18.5"",""69"",""4.1"","""","""","""","""","""","""","""","""","""","""","""","""",""36.9"",""8.5"",""18"",""2.19"",""9.4"",""2.22"",""0.78"",""3.13"",""0.57"",""3.25"",""0.66"",""2.18"",""0.32"",""1.95"",""0.28"",""1.8"",""0.3"","""","""","""","""","""","""","""","""","""","""",""1.12"",""0.36"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700765"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG22/161.56 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""51.302338"",""0.914462"","""",""15.175957"",""0.066787"",""10.182379"","""",""9.162229"",""10.069355"",""8.250706"",""0.154123"","""",""0.431544"",""3.329052"",""0.123298"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.4"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""32.76977"","""",""223.244061"","""","""","""",""41.474241"",""99.333367"","""","""",""15.36083"","""","""","""","""",""12.391069"",""277.82621"",""19.969079"",""68.816518"",""4.608249"","""","""","""","""","""","""","""","""","""","""","""","""",""64.515486"",""7.373198"",""16.384885"",""2.242681"",""9.114092"",""2.703506"",""0.849966"",""3.225774"",""0.593952"",""3.553472"",""0.74756"",""2.314365"",""0.358419"",""2.242681"",""0.337938"",""1.8433"",""0.409622"","""","""","""","""","""","""","""","""","""","""",""1.331272"",""0.409622"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700766"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FAP31/169.2M [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""51.01688"",""0.966036"","""",""15.304047"",""0.071182"",""11.978849"","""",""10.778714"",""8.643482"",""8.521456"",""0.183038"","""",""0.630466"",""2.552369"",""0.132194"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.68"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""32"","""",""218"","""","""","""",""49"",""107"","""","""",""16.7"","""","""","""","""",""23.3"",""269"",""23.4"",""92"",""5.3"","""","""","""","""","""","""","""","""","""","""","""","""",""134"",""7.4"",""17.8"",""2.3"",""10.6"",""2.87"",""0.92"",""4.11"",""0.72"",""3.96"",""0.88"",""2.6"",""0.37"",""2.6"",""0.34"",""2.2"",""0.4"","""","""","""","""","""","""","""","""","""","""",""1.27"",""0.4"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700767"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG22/252.00 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""49.506089"",""0.857158"","""",""15.846966"",""0.078399"",""10.317253"","""",""9.28359"",""10.892176"",""9.37647"",""0.146344"","""",""0.271782"",""2.581927"",""0.125438"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""28.109552"","""",""200.931242"","""","""","""",""47.890348"",""193.64358"","""","""",""15.095871"","""","""","""","""",""10.202726"",""204.575073"",""18.219154"",""59.550606"",""4.580816"","""","""","""","""","""","""","""","""","""","""","""","""",""32.27393"",""6.558895"",""15.304089"",""1.988491"",""8.953413"",""2.488216"",""0.864108"",""3.164927"",""0.541369"",""3.279448"",""0.728766"",""2.186298"",""0.301917"",""1.97808"",""0.291506"",""1.665751"",""0.312328"","""","""","""","""","""","""","""","""","""","""",""1.041095"",""0.208219"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700768"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FAP31/366.35 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""54.993847"",""0.697293"","""",""16.253076"",""0.051272"",""8.418786"","""",""7.575326"",""8.018868"",""7.885562"",""0.133306"","""",""0.102543"",""3.342904"",""0.102543"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.63"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""33"","""",""197"","""","""","""",""53"",""108"","""","""",""14"","""","""","""","""",""1.8"",""183"",""16.3"",""68"",""2.8"","""","""","""","""","""","""","""","""","""","""","""","""",""26.5"",""7.6"",""16.2"",""1.95"",""8"",""1.98"",""0.72"",""2.73"",""0.4"",""2.79"",""0.61"",""1.79"",""0.27"",""1.88"",""0.28"",""1.8"",""0.2"","""","""","""","""","""","""","""","""","""","""",""1.4"",""0.42"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700769"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG20/307.82 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""49.840256"",""1.092446"","""",""16.448521"",""0.020612"",""12.769247"","""",""11.489924"",""10.67711"",""6.0909"",""0.195816"","""",""0.628672"",""2.143667"",""0.092755"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.8"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""38.038076"","""",""235.42485"","""","""","""",""48.832665"",""63.739479"","""","""",""16.140481"","""","""","""","""",""22.000401"",""185.461323"",""25.392986"",""76.178958"",""4.729058"","""","""","""","""","""","""","""","""","""","""","""","""",""79.160321"",""6.682365"",""15.729259"",""2.210321"",""11.0002"",""3.258938"",""0.997214"",""3.639319"",""0.678517"",""4.297275"",""0.894409"",""2.827154"",""0.390661"",""2.662665"",""0.390661"",""2.261723"",""0.205611"","""","""","""","""","""","""","""","""","""","""",""1.64489"",""0.514028"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700770"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG21/158.66 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""53.140685"",""1.307465"","""",""13.76162"",""0.023268"",""13.373813"","""",""12.03392"",""8.697965"",""7.002692"",""0.166203"","""",""0.055401"",""2.293603"",""0.177283"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""9.6"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""33.981665"","""",""260.891494"","""","""","""",""46.478148"",""66.867148"","""","""",""14.469612"","""","""","""","""",""0.986564"",""97.998738"",""28.829606"",""115.64728"",""6.686715"","""","""","""","""","""","""","""","""","""","""","""","""",""16.442741"",""11.071446"",""25.43144"",""3.354319"",""14.359994"",""3.946258"",""1.183877"",""4.428578"",""0.833099"",""5.09725"",""1.052335"",""3.288548"",""0.504244"",""2.893922"",""0.405588"",""2.850075"",""0.438473"","""","""","""","""","""","""","""","""","""","""",""1.973129"",""0.65771"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700771"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG08/66.50 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""51.927703"",""1.11447"","""",""14.256394"",""0.039724"",""12.899168"","""",""11.606829"",""8.529561"",""7.999912"",""0.187584"","""",""0.540684"",""2.339285"",""0.165515"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""9.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""32.736019"","""",""218.240128"","""","""","""",""45.503067"",""103.664061"","""","""",""15.385929"","""","""","""","""",""21.169292"",""140.983123"",""23.679054"",""101.59078"",""6.983684"","""","""","""","""","""","""","""","""","""","""","""","""",""67.65444"",""9.056965"",""20.405452"",""2.837122"",""12.548807"",""3.197218"",""0.982081"",""3.633698"",""0.698368"",""4.02653"",""0.982081"",""3.164482"",""0.49104"",""3.055362"",""0.49104"",""2.291521"",""0.43648"","""","""","""","""","""","""","""","""","""","""",""1.855041"",""0.43648"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700772"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG08/84.7 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""50.553265"",""0.878716"","""",""14.634411"",""0.054242"",""11.325667"","""",""10.190973"",""8.537644"",""10.4578"",""0.151877"","""",""0.249512"",""3.037535"",""0.119332"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""7.6"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""26.79277"","""",""174.735455"","""","""","""",""55.565875"",""229.485898"","""","""",""13.396385"","""","""","""","""",""6.406967"",""164.134838"",""20.152822"",""81.310232"",""5.125573"","""","""","""","""","""","""","""","""","""","""","""","""",""55.915346"",""7.455379"",""18.871429"",""2.376402"",""10.018166"",""2.842363"",""0.931922"",""3.529656"",""0.652346"",""3.832531"",""0.83873"",""2.807416"",""0.384418"",""2.434647"",""0.384418"",""1.980335"",""0.349471"","""","""","""","""","""","""","""","""","""","""",""1.397883"",""0.465961"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700773"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG20/305.00 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""50.21468"",""1.257412"","""",""14.005316"",""0.020446"",""14.741362"","""",""13.264457"",""9.895727"",""6.573298"",""0.224903"","""",""0.490697"",""2.473932"",""0.102229"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""46.840391"","""",""284.165039"","""","""","""",""54.751213"",""60.37206"","""","""",""16.862541"","""","""","""","""",""9.888527"",""124.491351"",""28.520593"",""86.08223"",""5.412668"","""","""","""","""","""","""","""","""","""","""","""","""",""67.658343"",""8.53536"",""18.632066"",""2.53979"",""12.282592"",""3.403735"",""1.155397"",""4.37177"",""0.770264"",""4.829764"",""1.072124"",""3.039421"",""0.457995"",""3.299645"",""0.437177"",""2.706333"",""0.208179"","""","""","""","""","""","""","""","""","""","""",""1.665436"",""0.624538"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700774"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG22/131.20 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""49.954503"",""1.298449"","""",""14.252267"",""0.019426"",""14.79414"","""",""13.311948"",""9.733256"",""6.839861"",""0.214704"","""",""0.592992"",""2.187938"",""0.112464"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""46.840589"","""",""299.779769"","""","""","""",""48.193762"",""62.454119"","""","""",""18.319875"","""","""","""","""",""11.970373"",""124.908237"",""28.000263"",""77.963558"",""5.3086"","""","""","""","""","""","""","""","""","""","""","""","""",""155.094394"",""6.974043"",""17.695334"",""2.362847"",""12.282643"",""3.268432"",""1.269901"",""4.371788"",""0.770268"",""5.037965"",""1.009675"",""3.029024"",""0.457996"",""3.18516"",""0.468406"",""2.185895"",""0.31227"","""","""","""","""","""","""","""","""","""","""",""1.561353"",""0.416361"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700775"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FJG23/398.56 [23570]"",""BASALT, THOLEIITIC [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""",""E"","""",""WR [23570] "",""49.168539"",""0.988764"","""",""16.269663"",""0.044944"",""10.977528"","""",""9.877714"",""10.797753"",""8.797753"",""0.157303"","""",""0.438202"",""2.269663"",""0.089888"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""10.8"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""36.577169"","""",""238.382238"","""","""","""",""54.613497"",""177.840717"","""","""",""17.405687"","""","""","""","""",""23.585967"",""156.146673"",""20.180506"",""80.469771"",""3.909974"","""","""","""","""","""","""","""","""","""","""","""","""",""75.676901"",""7.819946"",""17.405687"",""2.257694"",""10.720894"",""2.585628"",""1.084702"",""3.304557"",""0.605415"",""3.569427"",""0.731544"",""2.333371"",""0.340546"",""2.270307"",""0.340546"",""2.144178"",""0.252256"","""","""","""","""","""","""","""","""","""","""",""1.891923"",""0.504513"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700776"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FSF005/364.22 [23570]"",""NOT GIVEN [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""","""","""",""WR [23570] "",""58.613901"",""0.898491"","""",""14.093181"",""0.005048"",""10.357882"","""",""9.320149"",""7.389834"",""4.219878"",""0.151431"","""",""1.332593"",""2.776235"",""0.161526"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.74"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""29.216647"","""",""232.725708"","""","""","""",""33.24653"",""23.171824"","""","""",""19.645677"","""","""","""","""",""34.556241"",""275.039473"",""25.791247"",""146.083237"",""6.750053"","""","""","""","""","""","""","""","""","""","""","""","""",""294.181414"",""25.992741"",""49.6683"",""5.65191"",""22.365847"",""4.392572"",""1.229114"",""4.745187"",""0.745528"",""4.644439"",""0.957097"",""2.830992"",""0.372764"",""2.337332"",""0.372764"",""3.929135"",""0.604482"","""","""","""","""","""","""","""","""","""","""",""6.377289"",""1.954493"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700777"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FSF005/273.20 [23570]"",""NOT GIVEN [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""","""","""",""WR [23570] "",""60.18855"",""0.832148"","""",""14.862801"",""0.005267"",""9.164165"","""",""8.246027"",""5.045557"",""5.098225"",""0.168536"","""",""0.56881"",""3.918471"",""0.147469"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5.35"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""29.577922"","""",""204.932743"","""","""","""",""39.085111"",""20.070733"","""","""",""16.690399"","""","""","""","""",""14.683325"",""131.516116"",""23.767973"",""138.38242"",""6.549397"","""","""","""","""","""","""","""","""","""","""","""","""",""96.867694"",""24.190515"",""47.113404"",""5.461352"",""20.704545"",""4.193727"",""1.066918"",""4.647959"",""0.68663"",""4.214854"",""0.855647"",""2.619759"",""0.338033"",""2.376797"",""0.338033"",""3.591605"",""0.633813"","""","""","""","""","""","""","""","""","""","""",""5.947275"",""1.753548"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700778"","
"[23570],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"","""",""-23"",""-23"",""-47"",""-47"",""SAE"","""","""",""s_FSF005/204.85 [23570]"",""NOT GIVEN [23570]"","""","""","""",""ARCHEAN [23570]"","""","""","""","""",""VOL"","""","""","""","""",""WR [23570] "",""60.14832"",""0.946721"","""",""14.905591"",""0.00526"",""10.045758"","""",""9.039296"",""2.692894"",""7.300268"",""0.126229"","""",""0.631147"",""3.029506"",""0.168306"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5.09"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""28.445642"","""",""217.029717"","""","""","""",""33.713354"",""13.69605"","""","""",""18.647699"","""","""","""","""",""13.801404"",""57.734119"",""25.706432"",""156.977805"",""9.271172"","""","""","""","""","""","""","""","""","""","""","""","""",""82.387009"",""36.241856"",""68.585605"",""7.34319"",""28.445642"",""5.510026"",""1.580313"",""5.562703"",""0.790157"",""4.530232"",""1.000865"",""3.150092"",""0.379275"",""2.665462"",""0.410882"",""4.108815"",""0.948188"","""","""","""","""","""","""","""","""","""","""",""6.795348"",""1.885841"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1700779"","
